frame,steering,throttle,vector_index,x0,y0,x1,y1,flags
201,0.17192681975965166,0,186,54,42,60,0,0
202,0.1547341377836865,0,182,23,42,27,5,0
202,0.1547341377836865,0,183,37,39,43,4,0
202,0.1547341377836865,0,186,54,42,60,0,0
203,0.13926072400531786,0,182,23,42,27,5,0
203,0.13926072400531786,0,183,38,37,43,4,0
203,0.13926072400531786,0,186,54,42,60,0,0
204,0.12533465160478607,0,182,23,42,27,5,0
204,0.12533465160478607,0,183,38,37,43,4,0
204,0.12533465160478607,0,186,54,42,60,0,0
205,0.14533465160478606,0,182,23,42,27,5,0
205,0.14533465160478606,0,183,38,37,43,4,0
205,0.14533465160478606,0,186,54,42,60,0,0
206,0.16533465160478605,0,182,23,42,27,5,0
206,0.16533465160478605,0,183,39,37,43,4,0
206,0.16533465160478605,0,186,54,42,60,0,0
207,0.14880118644430745,0,182,24,40,27,5,0
207,0.14880118644430745,0,183,38,37,43,4,0
207,0.14880118644430745,0,186,54,42,60,0,0
208,0.13392106779987673,0,182,23,42,27,5,0
208,0.13392106779987673,0,183,38,37,43,4,0
208,0.13392106779987673,0,186,54,42,60,0,0
209,0.12052896101988905,0,182,23,42,27,5,0
209,0.12052896101988905,0,183,39,38,44,4,0
209,0.12052896101988905,0,186,54,42,60,0,0
210,0.14052896101988904,0,182,24,40,27,5,0
210,0.14052896101988904,0,183,37,39,43,4,0
210,0.14052896101988904,0,186,54,42,60,0,0
211,0.16052896101988903,0,182,23,42,27,5,0
211,0.16052896101988903,0,183,38,37,43,4,0
211,0.16052896101988903,0,186,54,42,60,0,0
212,0.14447606491790013,0,182,23,42,27,5,0
212,0.14447606491790013,0,183,38,37,44,5,0
212,0.14447606491790013,0,186,54,42,60,0,0
213,0.13002845842611013,0,182,23,42,27,5,0
213,0.13002845842611013,0,183,39,38,43,4,0
213,0.13002845842611013,0,186,54,42,60,0,0
214,0.11702561258349913,0,182,23,42,27,5,0
214,0.11702561258349913,0,183,39,38,43,4,0
214,0.11702561258349913,0,186,54,42,60,0,0
215,0.13702561258349913,0,182,23,42,27,5,0
215,0.13702561258349913,0,183,39,37,43,4,0
215,0.13702561258349913,0,186,54,36,60,0,0
216,0.15702561258349912,0,182,23,42,27,5,0
216,0.15702561258349912,0,183,39,37,43,4,0
216,0.15702561258349912,0,186,53,42,60,0,0
217,0.14132305132514922,0,182,23,42,26,4,0
217,0.14132305132514922,0,183,37,39,43,4,0
217,0.14132305132514922,0,186,54,42,60,0,0
218,0.1271907461926343,0,182,23,42,27,5,0
218,0.1271907461926343,0,183,39,37,43,4,0
218,0.1271907461926343,0,186,55,34,60,0,0
219,0.11447167157337086,0,182,23,42,27,5,0
219,0.11447167157337086,0,183,39,37,43,4,0
219,0.11447167157337086,0,186,54,42,60,0,0
220,0.13447167157337087,0,182,23,42,27,5,0
220,0.13447167157337087,0,183,39,37,43,4,0
220,0.13447167157337087,0,186,54,42,60,0,0
221,0.15447167157337086,0,182,23,42,27,5,0
221,0.15447167157337086,0,183,39,37,43,4,0
221,0.15447167157337086,0,186,54,42,60,0,0
222,0.13902450441603378,0,182,23,42,27,5,0
222,0.13902450441603378,0,183,38,37,43,4,0
222,0.13902450441603378,0,186,54,42,60,0,0
223,0.1251220539744304,0,182,23,42,27,5,0
223,0.1251220539744304,0,183,38,37,43,4,0
223,0.1251220539744304,0,186,54,34,60,0,0
224,0.11260984857698737,0,182,23,42,27,5,0
224,0.11260984857698737,0,183,39,37,44,4,0
224,0.11260984857698737,0,186,54,42,60,0,0
225,0.13260984857698738,0,182,23,42,27,5,0
225,0.13260984857698738,0,183,37,39,43,4,0
225,0.13260984857698738,0,186,54,42,60,0,0
226,0.15260984857698737,0,182,23,42,27,5,0
226,0.15260984857698737,0,183,37,39,43,4,0
226,0.15260984857698737,0,186,54,36,60,0,0
227,0.17260984857698736,0,182,23,42,26,4,0
227,0.17260984857698736,0,183,39,37,43,4,0
227,0.17260984857698736,0,186,53,42,60,0,0
228,0.15534886371928863,0,182,23,42,27,5,0
228,0.15534886371928863,0,183,37,39,43,4,0
228,0.15534886371928863,0,186,54,42,60,0,0
229,0.13981397734735979,0,182,23,42,27,5,0
229,0.13981397734735979,0,183,39,38,43,4,0
229,0.13981397734735979,0,186,54,42,60,0,0
230,0.1258325796126238,0,182,23,42,27,5,0
230,0.1258325796126238,0,183,39,37,43,4,0
230,0.1258325796126238,0,186,53,42,60,0,0
231,0.1458325796126238,0,182,23,43,26,4,0
231,0.1458325796126238,0,183,39,37,43,4,0
231,0.1458325796126238,0,186,54,36,60,0,0
232,0.1658325796126238,0,182,23,42,27,5,0
232,0.1658325796126238,0,183,37,39,43,4,0
232,0.1658325796126238,0,186,54,42,60,0,0
233,0.14924932165136143,0,182,23,42,27,5,0
233,0.14924932165136143,0,183,39,37,43,4,0
233,0.14924932165136143,0,186,54,42,60,0,0
234,0.1343243894862253,0,182,23,42,27,5,0
234,0.1343243894862253,0,183,39,37,43,4,0
234,0.1343243894862253,0,186,53,42,60,0,0
235,0.12089195053760277,0,182,24,40,27,5,0
235,0.12089195053760277,0,183,39,37,44,4,0
235,0.12089195053760277,0,186,54,42,60,0,0
236,0.14089195053760276,0,182,23,42,27,5,0
236,0.14089195053760276,0,183,37,39,43,4,0
236,0.14089195053760276,0,186,55,33,60,0,0
237,0.16089195053760275,0,182,23,42,26,4,0
237,0.16089195053760275,0,183,38,37,43,4,0
237,0.16089195053760275,0,186,54,42,60,0,0
238,0.14480275548384247,0,182,25,40,26,4,0
238,0.14480275548384247,0,183,37,39,43,4,0
238,0.14480275548384247,0,186,54,42,60,0,0
239,0.13032247993545823,0,182,23,42,26,4,0
239,0.13032247993545823,0,183,37,39,43,4,0
239,0.13032247993545823,0,186,54,42,60,0,0
240,0.1172902319419124,0,182,24,40,27,5,0
240,0.1172902319419124,0,183,38,37,43,4,0
240,0.1172902319419124,0,186,54,42,60,0,0
241,0.1372902319419124,0,182,23,42,27,5,0
241,0.1372902319419124,0,183,37,39,43,4,0
241,0.1372902319419124,0,186,55,39,60,0,0
242,0.15729023194191238,0,182,23,42,27,5,0
242,0.15729023194191238,0,183,37,39,43,4,0
242,0.15729023194191238,0,186,54,36,60,0,0
243,0.14156120874772116,0,182,23,42,27,5,0
243,0.14156120874772116,0,183,37,39,43,4,0
243,0.14156120874772116,0,186,54,42,60,0,0
244,0.12740508787294905,0,182,24,40,27,5,0
244,0.12740508787294905,0,183,39,37,43,4,0
244,0.12740508787294905,0,186,55,33,60,0,0
245,0.11466457908565414,0,182,23,42,27,5,0
245,0.11466457908565414,0,183,37,39,43,4,0
245,0.11466457908565414,0,186,54,42,60,0,0
246,0.13466457908565413,0,182,23,42,26,4,0
246,0.13466457908565413,0,183,37,39,43,4,0
246,0.13466457908565413,0,186,53,42,60,0,0
247,0.15466457908565412,0,182,23,42,26,4,0
247,0.15466457908565412,0,183,37,39,43,4,0
247,0.15466457908565412,0,186,54,42,60,0,0
248,0.1391981211770887,0,182,23,42,27,5,0
248,0.1391981211770887,0,183,37,39,43,4,0
248,0.1391981211770887,0,186,53,42,60,0,0
249,0.12527830905937984,0,182,23,42,27,5,0
249,0.12527830905937984,0,183,37,39,44,4,0
249,0.12527830905937984,0,186,53,42,60,0,0
250,0.11275047815344186,0,182,25,40,27,5,0
250,0.11275047815344186,0,183,37,39,43,4,0
250,0.11275047815344186,0,186,54,42,60,0,0
251,0.10147543033809768,0,182,23,42,27,5,0
251,0.10147543033809768,0,183,37,39,43,4,0
251,0.10147543033809768,0,186,54,42,60,0,0
252,0.12147543033809768,0,182,23,42,26,4,0
252,0.12147543033809768,0,183,39,37,44,4,0
252,0.12147543033809768,0,186,54,42,60,0,0
253,0.14147543033809767,0,182,25,40,26,4,0
253,0.14147543033809767,0,183,37,39,43,4,0
253,0.14147543033809767,0,186,54,42,60,0,0
254,0.1273278873042879,0,182,23,42,26,4,0
254,0.1273278873042879,0,183,37,39,44,4,0
254,0.1273278873042879,0,186,54,42,60,0,0
255,0.11459509857385912,0,182,23,42,27,5,0
255,0.11459509857385912,0,183,39,37,43,4,0
255,0.11459509857385912,0,186,54,36,60,0,0
256,0.10313558871647321,0,182,23,42,27,5,0
256,0.10313558871647321,0,183,37,39,43,4,0
256,0.10313558871647321,0,186,55,33,60,0,0
257,0.12313558871647322,0,182,25,40,27,5,0
257,0.12313558871647322,0,183,37,39,43,4,0
257,0.12313558871647322,0,186,54,42,60,0,0
258,0.14313558871647322,0,182,23,42,27,5,0
258,0.14313558871647322,0,183,37,39,43,4,0
258,0.14313558871647322,0,186,55,33,60,0,0
259,0.1288220298448259,0,182,23,42,26,4,0
259,0.1288220298448259,0,183,37,39,43,4,0
259,0.1288220298448259,0,186,54,41,60,0,0
260,0.11593982686034332,0,182,25,40,27,5,0
260,0.11593982686034332,0,183,37,39,43,4,0
260,0.11593982686034332,0,186,54,42,60,0,0
261,0.10434584417430899,0,182,23,42,26,4,0
261,0.10434584417430899,0,183,37,39,43,4,0
261,0.10434584417430899,0,186,54,36,60,0,0
262,0.124345844174309,0,182,25,40,26,4,0
262,0.124345844174309,0,183,37,39,43,4,0
262,0.124345844174309,0,186,54,42,60,0,0
263,0.14434584417430898,0,182,23,42,27,5,0
263,0.14434584417430898,0,183,37,39,43,4,0
263,0.14434584417430898,0,186,54,42,60,0,0
264,0.1299112597568781,0,182,23,42,27,5,0
264,0.1299112597568781,0,183,39,37,43,4,0
264,0.1299112597568781,0,186,54,42,60,0,0
265,0.11692013378119029,0,182,25,40,27,5,0
265,0.11692013378119029,0,183,37,39,43,4,0
265,0.11692013378119029,0,186,57,26,60,0,0
266,0.10522812040307127,0,182,25,40,26,4,0
266,0.10522812040307127,0,183,37,39,44,4,0
266,0.10522812040307127,0,186,53,42,60,0,0
267,0.12522812040307127,0,182,23,42,27,5,0
267,0.12522812040307127,0,183,37,39,43,4,0
267,0.12522812040307127,0,186,54,42,60,0,0
268,0.14522812040307126,0,182,23,42,27,5,0
268,0.14522812040307126,0,183,37,39,43,4,0
268,0.14522812040307126,0,186,54,42,60,0,0
269,0.16522812040307125,0,182,25,40,26,4,0
269,0.16522812040307125,0,183,37,39,43,4,0
269,0.16522812040307125,0,186,54,42,60,0,0
270,0.18522812040307124,0,182,25,40,26,4,0
270,0.18522812040307124,0,183,37,39,43,4,0
270,0.18522812040307124,0,186,54,42,60,0,0
271,0.20522812040307123,0,182,25,40,27,5,0
271,0.20522812040307123,0,183,37,39,43,4,0
271,0.20522812040307123,0,186,54,41,60,0,0
272,0.22522812040307122,0,182,25,40,27,5,0
272,0.22522812040307122,0,183,37,39,44,4,0
272,0.22522812040307122,0,186,54,42,60,0,0
273,0.2452281204030712,0,182,25,40,27,5,0
273,0.2452281204030712,0,183,37,39,43,4,0
273,0.2452281204030712,0,186,54,37,60,0,0
274,0.2652281204030712,0,182,25,40,27,5,0
274,0.2652281204030712,0,183,37,39,43,4,0
274,0.2652281204030712,0,186,54,42,60,0,0
275,0.2852281204030712,0,182,24,42,26,4,0
275,0.2852281204030712,0,183,37,39,43,4,0
275,0.2852281204030712,0,186,54,42,60,0,0
276,0.30522812040307123,0,182,25,40,26,4,0
276,0.30522812040307123,0,183,37,39,43,4,0
276,0.30522812040307123,0,186,54,42,60,0,0
277,0.32522812040307125,0,182,25,40,26,4,0
277,0.32522812040307125,0,183,37,39,43,4,0
277,0.32522812040307125,0,186,54,37,60,0,0
278,0.34522812040307127,0,182,25,40,26,4,0
278,0.34522812040307127,0,183,37,39,43,4,0
278,0.34522812040307127,0,186,54,42,60,0,0
279,0.3652281204030713,0,182,25,40,26,4,0
279,0.3652281204030713,0,183,37,39,43,4,0
279,0.3652281204030713,0,186,54,42,60,0,0
280,0.3852281204030713,0,182,25,40,27,5,0
280,0.3852281204030713,0,183,37,39,43,4,0
280,0.3852281204030713,0,186,54,42,60,0,0
281,0.4052281204030713,0,182,25,40,26,4,0
281,0.4052281204030713,0,183,37,39,43,4,0
281,0.4052281204030713,0,186,54,42,60,0,0
282,0.42522812040307134,0,182,25,40,26,4,0
282,0.42522812040307134,0,183,37,39,43,4,0
282,0.42522812040307134,0,186,54,42,60,0,0
283,0.44522812040307136,0,182,25,40,26,4,0
283,0.44522812040307136,0,183,37,39,43,4,0
283,0.44522812040307136,0,186,54,37,60,0,0
284,0.4652281204030714,0,182,25,40,26,4,0
284,0.4652281204030714,0,183,37,39,43,4,0
284,0.4652281204030714,0,186,54,37,60,0,0
285,0.4852281204030714,0,182,25,40,27,5,0
285,0.4852281204030714,0,183,37,39,43,4,0
285,0.4852281204030714,0,186,57,26,60,0,0
285,0.4852281204030714,0,189,54,42,56,32,2
286,0.5,0,182,25,40,26,4,0
286,0.5,0,183,37,39,43,4,0
286,0.5,0,186,54,42,60,0,0
287,0.5,0,182,23,42,27,5,0
287,0.5,0,183,37,39,43,4,0
287,0.5,0,186,54,36,60,0,0
288,0.5,0,182,25,40,26,4,0
288,0.5,0,183,37,39,43,4,0
288,0.5,0,186,54,42,60,0,0
289,0.5,0,182,25,40,26,4,0
289,0.5,0,183,37,39,43,4,0
289,0.5,0,186,54,42,60,0,0
290,0.5,0,182,25,40,27,4,0
290,0.5,0,183,37,39,43,4,0
290,0.5,0,186,54,42,60,0,0
291,0.5,0,182,25,40,26,4,0
291,0.5,0,183,37,39,43,4,0
291,0.5,0,186,55,34,60,0,0
292,0.5,0,182,25,40,26,4,0
292,0.5,0,183,37,39,43,4,0
292,0.5,0,186,54,42,60,0,0
293,0.5,0,182,25,40,27,5,0
293,0.5,0,183,37,39,43,4,0
293,0.5,0,186,54,37,60,0,0
294,0.5,0,182,25,40,26,4,0
294,0.5,0,183,37,39,43,4,0
294,0.5,0,186,54,42,60,0,0
295,0.5,0,182,25,40,26,4,0
295,0.5,0,183,37,39,43,4,0
295,0.5,0,186,54,42,60,0,0
296,0.5,0,182,25,40,27,5,0
296,0.5,0,183,37,39,44,4,0
296,0.5,0,186,54,37,60,0,0
297,0.5,0,182,25,40,27,4,0
297,0.5,0,183,37,39,44,4,0
297,0.5,0,186,54,37,60,0,0
298,0.5,0,182,25,40,27,5,0
298,0.5,0,183,37,39,43,4,0
298,0.5,0,186,54,42,60,0,0
299,0.5,0,182,25,40,26,4,0
299,0.5,0,183,38,39,43,4,0
299,0.5,0,186,54,42,60,0,0
300,0.45,0,182,25,40,26,4,0
300,0.45,0,183,37,39,43,4,0
300,0.45,0,186,54,42,60,0,0
301,0.405,0,182,25,40,26,4,0
301,0.405,0,183,37,39,43,4,0
301,0.405,0,186,53,42,60,0,0
302,0.36450000000000005,0,182,25,40,27,5,0
302,0.36450000000000005,0,183,37,39,44,4,0
302,0.36450000000000005,0,186,54,38,60,0,0
303,0.32805000000000006,0,182,25,40,27,5,0
303,0.32805000000000006,0,183,37,39,43,4,0
303,0.32805000000000006,0,186,54,38,60,0,0
304,0.2952450000000001,0,182,25,40,26,4,0
304,0.2952450000000001,0,183,37,39,43,4,0
304,0.2952450000000001,0,186,54,42,60,0,0
305,0.2657205000000001,0,182,25,40,26,4,0
305,0.2657205000000001,0,183,37,39,43,4,0
305,0.2657205000000001,0,186,54,42,60,0,0
306,0.23914845000000007,0,182,25,40,26,4,0
306,0.23914845000000007,0,183,37,39,43,4,0
306,0.23914845000000007,0,186,54,42,60,0,0
307,0.21523360500000008,0,182,25,40,26,4,0
307,0.21523360500000008,0,183,37,39,43,4,0
307,0.21523360500000008,0,186,54,42,60,0,0
308,0.19371024450000007,0,182,25,40,26,4,0
308,0.19371024450000007,0,183,37,39,43,4,0
308,0.19371024450000007,0,186,55,35,60,0,0
309,0.17433922005000008,0,182,25,40,26,4,0
309,0.17433922005000008,0,183,37,39,43,4,0
309,0.17433922005000008,0,186,54,38,60,0,0
310,0.15690529804500009,0,182,25,40,26,4,0
310,0.15690529804500009,0,183,37,39,43,4,0
310,0.15690529804500009,0,186,54,37,60,0,0
311,0.14121476824050008,0,182,25,40,26,4,0
311,0.14121476824050008,0,183,37,39,43,4,0
311,0.14121476824050008,0,186,54,37,60,0,0
312,0.12709329141645007,0,182,25,40,26,4,0
312,0.12709329141645007,0,183,37,39,43,4,0
312,0.12709329141645007,0,186,54,38,60,0,0
313,0.11438396227480506,0,182,25,40,26,4,0
313,0.11438396227480506,0,183,37,39,43,4,0
313,0.11438396227480506,0,186,54,42,60,0,0
314,0.10294556604732455,0,182,25,40,26,4,0
314,0.10294556604732455,0,183,37,39,43,4,0
314,0.10294556604732455,0,186,54,42,60,0,0
315,0.0926510094425921,0,182,25,40,27,5,0
315,0.0926510094425921,0,183,37,39,43,4,0
315,0.0926510094425921,0,186,54,42,60,0,0
316,0.08338590849833288,0,182,25,40,27,5,0
316,0.08338590849833288,0,183,37,39,44,4,0
316,0.08338590849833288,0,186,54,42,60,0,0
317,0.06338590849833288,0,182,24,42,26,4,0
317,0.06338590849833288,0,183,37,39,43,4,0
317,0.06338590849833288,0,186,54,42,60,0,0
318,0.043385908498332876,0,182,25,40,26,4,0
318,0.043385908498332876,0,183,37,39,43,4,0
318,0.043385908498332876,0,186,54,42,60,0,0
319,0.023385908498332875,0,182,25,40,26,4,0
319,0.023385908498332875,0,183,37,39,43,4,0
319,0.023385908498332875,0,186,57,24,60,0,0
319,0.023385908498332875,0,190,54,42,55,32,2
320,0.003385908498332875,0,182,24,42,26,4,0
320,0.003385908498332875,0,183,37,39,43,4,0
320,0.003385908498332875,0,186,54,42,60,0,0
321,-0.016614091501667125,0,182,25,40,27,4,0
321,-0.016614091501667125,0,183,37,39,43,4,0
321,-0.016614091501667125,0,186,54,42,60,0,0
322,-0.036614091501667126,0,182,25,40,26,4,0
322,-0.036614091501667126,0,183,37,39,43,4,0
322,-0.036614091501667126,0,186,54,37,60,0,0
323,-0.05661409150166713,0,182,25,40,26,4,0
323,-0.05661409150166713,0,183,37,39,43,4,0
323,-0.05661409150166713,0,186,54,42,60,0,0
324,-0.07661409150166713,0,182,25,40,26,4,0
324,-0.07661409150166713,0,183,37,39,43,4,0
324,-0.07661409150166713,0,186,54,37,60,0,0
325,-0.09661409150166714,0,182,25,40,27,4,0
325,-0.09661409150166714,0,183,37,39,43,4,0
325,-0.09661409150166714,0,186,54,37,60,0,0
326,-0.11661409150166714,0,182,25,41,26,4,0
326,-0.11661409150166714,0,183,37,39,43,4,0
326,-0.11661409150166714,0,186,54,42,60,0,0
327,-0.13661409150166715,0,182,25,40,26,4,0
327,-0.13661409150166715,0,183,37,39,43,4,0
327,-0.13661409150166715,0,186,54,37,60,0,0
328,-0.15661409150166714,0,182,25,40,26,4,0
328,-0.15661409150166714,0,183,37,39,43,4,0
328,-0.15661409150166714,0,186,57,26,60,0,0
329,-0.17661409150166713,0,182,25,40,27,4,0
329,-0.17661409150166713,0,183,37,39,43,4,0
329,-0.17661409150166713,0,186,54,38,60,0,0
330,-0.19661409150166712,0,182,24,42,26,4,0
330,-0.19661409150166712,0,183,37,39,43,4,0
330,-0.19661409150166712,0,186,54,42,60,0,0
331,-0.2166140915016671,0,182,25,40,27,4,0
331,-0.2166140915016671,0,183,37,39,43,4,0
331,-0.2166140915016671,0,186,54,38,60,0,0
332,-0.2366140915016671,0,182,25,40,27,4,0
332,-0.2366140915016671,0,183,37,39,43,4,0
332,-0.2366140915016671,0,186,54,38,60,0,0
333,-0.2566140915016671,0,182,25,40,26,4,0
333,-0.2566140915016671,0,183,37,39,43,4,0
333,-0.2566140915016671,0,186,54,42,60,0,0
334,-0.2766140915016671,0,182,25,40,27,4,0
334,-0.2766140915016671,0,183,37,39,43,4,0
334,-0.2766140915016671,0,186,55,35,60,0,0
335,-0.2966140915016671,0,182,24,42,26,4,0
335,-0.2966140915016671,0,183,37,39,43,4,0
335,-0.2966140915016671,0,186,54,38,60,0,0
336,-0.31661409150166714,0,182,25,40,27,5,0
336,-0.31661409150166714,0,183,37,39,43,4,0
336,-0.31661409150166714,0,186,54,38,60,0,0
337,-0.33661409150166716,0,182,25,40,27,5,0
337,-0.33661409150166716,0,183,37,39,43,4,0
337,-0.33661409150166716,0,186,54,42,60,0,0
338,-0.3566140915016672,0,182,25,40,27,4,0
338,-0.3566140915016672,0,183,37,39,43,4,0
338,-0.3566140915016672,0,186,54,38,60,0,0
339,-0.3766140915016672,0,182,24,42,27,4,0
339,-0.3766140915016672,0,183,37,39,43,4,0
339,-0.3766140915016672,0,186,54,42,60,0,0
340,-0.3966140915016672,0,182,24,42,27,4,0
340,-0.3966140915016672,0,183,37,39,44,3,0
340,-0.3966140915016672,0,186,54,37,60,0,0
341,-0.4166140915016672,0,182,24,42,27,4,0
341,-0.4166140915016672,0,183,37,39,45,4,0
341,-0.4166140915016672,0,186,54,38,60,0,0
342,-0.43661409150166725,0,182,24,42,27,4,0
342,-0.43661409150166725,0,183,37,39,45,4,0
342,-0.43661409150166725,0,186,54,38,60,0,0
343,-0.45661409150166726,0,182,24,42,27,4,0
343,-0.45661409150166726,0,183,37,39,44,3,0
343,-0.45661409150166726,0,186,54,42,60,0,0
344,-0.4766140915016673,0,182,24,42,27,4,0
344,-0.4766140915016673,0,183,37,39,43,3,0
344,-0.4766140915016673,0,186,54,38,60,0,0
345,-0.4966140915016673,0,182,24,42,27,5,0
345,-0.4966140915016673,0,183,37,39,45,4,0
345,-0.4966140915016673,0,186,54,37,60,0,0
346,-0.5,0,182,24,42,27,4,0
346,-0.5,0,183,37,39,45,4,0
346,-0.5,0,186,54,38,60,0,0
347,-0.5,0,182,24,42,27,4,0
347,-0.5,0,183,37,39,45,4,0
347,-0.5,0,186,55,35,60,0,0
348,-0.5,0,182,24,42,27,4,0
348,-0.5,0,183,37,39,44,3,0
348,-0.5,0,186,54,42,60,0,0
349,-0.5,0,182,24,42,27,4,0
349,-0.5,0,183,37,39,44,3,0
349,-0.5,0,186,55,35,60,0,0
350,-0.5,0,182,24,42,27,4,0
350,-0.5,0,183,37,39,45,4,0
350,-0.5,0,186,54,38,60,0,0
351,-0.5,0,182,25,40,27,4,0
351,-0.5,0,183,37,39,43,4,0
351,-0.5,0,186,54,38,60,0,0
352,-0.5,0,182,25,40,27,4,0
352,-0.5,0,183,37,39,44,3,0
352,-0.5,0,186,55,35,60,0,0
353,-0.5,0,182,25,40,27,5,0
353,-0.5,0,183,37,39,44,3,0
353,-0.5,0,186,54,37,60,0,0
354,-0.5,0,182,24,42,27,5,0
354,-0.5,0,183,37,39,44,3,0
354,-0.5,0,186,54,42,60,0,0
355,-0.5,0,182,24,42,27,5,0
355,-0.5,0,183,37,39,43,4,0
355,-0.5,0,186,54,36,60,0,0
356,-0.5,0,182,25,40,27,5,0
356,-0.5,0,183,37,39,43,4,0
356,-0.5,0,186,55,35,60,0,0
357,-0.5,0,182,25,40,27,4,0
357,-0.5,0,183,37,39,43,3,0
357,-0.5,0,186,55,36,60,0,0
358,-0.5,0,182,24,42,27,5,0
358,-0.5,0,183,37,39,43,4,0
358,-0.5,0,186,54,37,60,0,0
359,-0.5,0,182,24,42,27,4,0
359,-0.5,0,183,37,39,43,3,0
359,-0.5,0,186,55,35,60,0,0
360,-0.5,0,182,25,40,27,4,0
360,-0.5,0,183,37,39,43,4,0
360,-0.5,0,186,54,38,60,0,0
361,-0.5,0,182,25,40,28,4,0
361,-0.5,0,183,37,39,43,4,0
361,-0.5,0,186,54,37,60,0,0
362,-0.45,0,182,25,40,27,4,0
362,-0.45,0,183,38,39,43,4,0
362,-0.45,0,186,54,42,60,0,0
363,-0.405,0,182,25,40,26,4,0
363,-0.405,0,183,38,39,43,4,0
363,-0.405,0,186,54,37,60,0,0
364,-0.36450000000000005,0,182,25,40,27,4,0
364,-0.36450000000000005,0,183,37,39,43,4,0
364,-0.36450000000000005,0,186,54,37,60,0,0
365,-0.32805000000000006,0,182,24,42,27,4,0
365,-0.32805000000000006,0,183,37,39,43,4,0
365,-0.32805000000000006,0,186,54,42,60,0,0
366,-0.2952450000000001,0,182,25,40,26,4,0
366,-0.2952450000000001,0,183,37,39,43,4,0
366,-0.2952450000000001,0,186,54,38,60,0,0
367,-0.2657205000000001,0,182,25,40,26,4,0
367,-0.2657205000000001,0,183,37,39,43,4,0
367,-0.2657205000000001,0,186,54,38,60,0,0
368,-0.23914845000000007,0,182,25,40,26,4,0
368,-0.23914845000000007,0,183,37,39,43,4,0
368,-0.23914845000000007,0,186,54,42,60,0,0
369,-0.21523360500000008,0,182,24,42,26,4,0
369,-0.21523360500000008,0,183,37,39,43,4,0
369,-0.21523360500000008,0,186,54,37,60,0,0
370,-0.19371024450000007,0,182,24,42,27,4,0
370,-0.19371024450000007,0,183,38,39,44,4,0
370,-0.19371024450000007,0,186,54,42,60,0,0
371,-0.17433922005000008,0,182,25,40,27,5,0
371,-0.17433922005000008,0,183,37,39,43,4,0
371,-0.17433922005000008,0,186,54,42,60,0,0
372,-0.15690529804500009,0,182,25,40,26,4,0
372,-0.15690529804500009,0,183,37,39,43,4,0
372,-0.15690529804500009,0,186,55,35,60,0,0
373,-0.14121476824050008,0,182,24,42,26,4,0
373,-0.14121476824050008,0,183,37,39,43,4,0
373,-0.14121476824050008,0,186,54,42,60,0,0
374,-0.12709329141645007,0,182,25,40,27,5,0
374,-0.12709329141645007,0,183,37,39,44,4,0
374,-0.12709329141645007,0,186,54,42,60,0,0
375,-0.11438396227480506,0,182,25,40,26,4,0
375,-0.11438396227480506,0,183,37,39,43,4,0
375,-0.11438396227480506,0,186,53,42,60,0,0
376,-0.10294556604732455,0,182,25,40,27,5,0
376,-0.10294556604732455,0,183,37,39,44,4,0
376,-0.10294556604732455,0,186,54,36,60,0,0
377,-0.0926510094425921,0,182,25,40,27,5,0
377,-0.0926510094425921,0,183,37,39,43,4,0
377,-0.0926510094425921,0,186,54,37,60,0,0
378,-0.08338590849833288,0,182,25,40,27,5,0
378,-0.08338590849833288,0,183,37,39,43,4,0
378,-0.08338590849833288,0,186,55,35,60,0,0
379,-0.0750473176484996,0,182,25,40,27,5,0
379,-0.0750473176484996,0,183,37,39,43,4,0
379,-0.0750473176484996,0,186,54,42,60,0,0
380,-0.06754258588364964,0,182,25,40,26,4,0
380,-0.06754258588364964,0,183,37,39,44,4,0
380,-0.06754258588364964,0,186,54,38,60,0,0
381,-0.06078832729528468,0,182,24,42,26,4,0
381,-0.06078832729528468,0,183,37,39,43,4,0
381,-0.06078832729528468,0,186,54,39,60,0,0
382,-0.05470949456575622,0,182,25,42,27,5,0
382,-0.05470949456575622,0,183,37,39,45,5,0
382,-0.05470949456575622,0,186,54,42,60,0,0
383,-0.0492385451091806,0,182,23,43,27,5,0
383,-0.0492385451091806,0,183,38,39,44,4,0
383,-0.0492385451091806,0,186,54,42,60,0,0
384,-0.04431469059826254,0,182,25,42,29,6,0
384,-0.04431469059826254,0,183,39,38,43,4,0
384,-0.04431469059826254,0,186,54,42,60,0,0
385,-0.039883221538436285,0,182,23,42,27,5,0
385,-0.039883221538436285,0,183,38,37,43,4,0
385,-0.039883221538436285,0,186,54,42,60,0,0
386,-0.03589489938459266,0,182,25,40,27,5,0
386,-0.03589489938459266,0,183,37,39,44,4,0
386,-0.03589489938459266,0,186,54,42,60,0,0
387,-0.032305409446133394,0,182,25,42,27,5,0
387,-0.032305409446133394,0,183,37,39,43,4,0
387,-0.032305409446133394,0,186,54,42,60,0,0
388,-0.029074868501520055,0,182,25,42,27,5,0
388,-0.029074868501520055,0,183,37,39,43,4,0
388,-0.029074868501520055,0,186,54,42,60,0,0
389,-0.02616738165136805,0,182,23,43,26,5,0
389,-0.02616738165136805,0,183,37,40,43,4,0
389,-0.02616738165136805,0,186,55,43,60,0,0
390,-0.023550643486231246,0,182,24,42,26,5,0
390,-0.023550643486231246,0,183,38,37,43,4,0
390,-0.023550643486231246,0,186,54,42,60,0,0
